Date,Value
2023-04-01,2.749171586874775
2023-07-01,2.333963029678122
2023-10-01,2.104352451607773
2024-01-01,1.977377665929572
2024-04-01,1.9071605342385167
2024-07-01,1.86833041882163
2024-10-01,1.8468573419958385
2025-01-01,1.8349827177920224
